employee_id,age,experience_years,role,work_hours_per_day,days_worked_per_week,overtime_hours,lunch_break_minutes,coffee_breaks_per_day,punctuality_score,attendance_rate,late_arrivals,biometric_match_score,emails_sent,emails_received,email_response_time,after_hours_emails,meetings_per_week,meeting_hours,meeting_acceptance_rate,declined_meetings,focus_time_hours,messages_sent,messages_received,after_hours_messages,response_time_minutes,reactions_given,status_available_percentage,status_busy_percentage,status_away_percentage,commits_per_week,prs_created,prs_reviewed,code_review_time_hours,pr_merge_rate,avg_pr_size_lines,github_pr_merge_time,tasks_assigned,tasks_completed_per_week,task_completion_rate,overdue_tasks,avg_task_completion_time,hours_logged,projects_active,context_switches_per_day,bugs_reported,bugs_fixed,document_edits,shared_files,work_pattern_consistency,after_hours_activity_ratio,communication_balance,meeting_to_work_ratio,code_commit_consistency,task_velocity,collaboration_score,peer_interaction_frequency,message_after_hours_ratio,email_after_hours_ratio,weekend_work_hours,daily_active_hours,work_life_balance_score,days_off_taken,sick_days,tools_used,tool_switch_frequency,training_hours,documentation_contributions,team_size,one_on_ones_conducted,deliverables_completed,quality_score,average_email_length,average_message_length,sentiment_email_score,sentiment_chat_score,voluntary_contributions,initiative_score,unique_contacts_per_week,cross_team_interactions,code_review_comments_received,refactoring_commits,blocked_time_hours,dependency_wait_time_hours,new_ideas_proposed,experiments_run,avg_first_response_time_hours,response_rate,meeting_preparation_score,meeting_participation_score,interruptions_per_day,deep_work_blocks,concurrent_tasks,task_switching_rate,urgent_tasks_percentage,tasks_completed_early,mentor_hours_per_week,knowledge_base_contributions,process_compliance_score,documentation_quality_score,morning_productivity_score,afternoon_productivity_score,informal_chats_per_week,team_engagement_score,self_directed_work_percentage,decision_making_authority_score,feedback_received_count,feedback_given_count,new_technologies_learned,skill_utilization_score,burnout_risk_score,wellbeing_score,efficiency_score
EMP214,52,12,Developer,8.23,5,2.89,60,1,98.76,89.61,0,94.27,12,50,11.21,1,0,0.0,89.71,0,7.23,16,27,3,7.85,3,65.32,22.61,12.06,17,2,2,2.71,76.29,61,8.45,1,0,0.0,0,11.67,35.62,2,7.03,2,2,7,3,73.36,0.1379,1.23,0.0,0.67,0.0,2.67,4.2,0.1765,0.0769,0.0,8.81,93.55,2,0,5,57.08,0.67,0,0,0,1.0,86.69,256.51,38.67,80.27,81.94,1,40.53,9,2,5,2,0.2,1.02,1,1,6.88,70.84,64.7,75.48,1,3,2,0.8541,29.56,0,0.09,1,63.16,79.46,42.72,22.44,13,60.05,47.34,58.41,0,1,0,88.08,0.0437,88.37,50.75
EMP215,38,3,Developer,9.7,5,1.46,60,2,98.27,99.35,0,92.57,5,35,1.41,1,1,1.45,74.54,0,8.41,17,31,4,8.43,11,66.74,10.4,22.86,9,2,7,10.14,81.55,25,2.59,2,2,100.0,0,30.0,39.91,1,2.38,0,0,12,1,54.32,0.2174,2.83,0.1495,0.74,0.0412,6.33,7.0,0.2222,0.1667,0.0,10.0,84.04,1,0,6,46.65,0.24,0,0,0,3.0,73.01,147.4,45.49,69.96,74.0,1,28.53,2,0,5,1,0.43,0.31,0,0,0.6,90.86,64.44,70.95,2,4,4,0.245,25.51,1,0.0,1,95.47,83.65,79.87,39.22,2,45.15,36.25,57.38,0,1,0,63.19,0.2572,74.76,67.44
EMP216,32,7,Tech Lead,8.77,5,0.12,45,3,82.25,63.63,1,97.85,6,31,5.88,1,4,5.32,75.72,0,6.95,22,41,3,8.21,14,55.64,15.08,29.28,6,1,5,7.07,65.97,44,12.28,7,3,42.86,1,13.33,44.53,2,5.0,5,5,2,1,82.81,0.1379,3.14,0.6073,0.78,0.0684,6.67,8.2,0.1304,0.1429,0.0,8.79,93.67,1,0,6,65.61,0.63,0,5,5,3.5,92.81,243.34,18.96,79.95,40.33,1,41.46,0,0,4,1,0.14,1.16,0,0,3.16,61.6,40.85,43.77,2,3,4,0.5705,22.98,0,0.55,0,69.36,54.93,41.75,46.78,5,59.84,70.1,26.65,0,1,0,48.57,0.3215,86.13,54.79
EMP217,42,11,Senior Developer,10.05,6,0.46,60,1,83.1,88.76,1,85.47,8,37,3.71,1,7,6.94,73.48,1,7.9,11,14,2,31.53,2,83.29,23.48,-6.77,18,3,2,2.47,96.37,383,2.05,5,2,40.0,0,27.85,59.44,1,3.44,2,1,13,1,72.88,0.15,1.22,0.6907,0.69,0.0332,1.67,2.5,0.1667,0.1111,0.0,10.13,82.95,0,3,4,48.23,0.25,1,0,0,3.5,82.55,59.27,47.91,76.28,90.3,1,29.69,8,3,12,2,1.31,1.22,2,1,1.22,61.01,51.33,73.63,0,3,1,0.3426,16.69,0,0.13,1,58.17,64.28,57.57,45.01,2,69.87,65.03,50.23,1,2,0,64.6,0.3408,76.3,55.21
EMP218,35,9,Developer,7.45,5,4.3,30,2,82.81,95.8,1,85.06,13,38,17.62,3,9,7.84,78.9,1,5.38,21,39,5,9.46,5,59.26,12.42,28.32,7,1,0,0.0,46.9,47,11.84,1,0,0.0,0,30.0,26.63,1,3.97,3,1,10,1,83.31,0.2286,1.5,1.0525,0.68,0.0,2.0,5.2,0.2273,0.2143,0.0,8.31,97.52,1,1,5,55.24,0.43,2,3,3,0.5,51.53,141.74,45.54,61.08,58.55,3,36.1,3,1,7,0,0.06,2.25,2,0,12.16,55.04,54.05,59.12,2,2,4,0.5333,15.92,0,0.32,2,96.67,44.86,49.6,50.47,3,60.31,48.87,75.95,1,3,0,63.39,0.3404,82.24,24.83
EMP219,38,13,Developer,7.89,5,13.58,45,2,82.44,96.27,1,87.73,4,29,3.07,0,2,2.56,65.04,0,6.63,72,159,12,49.93,19,79.14,10.83,10.03,7,1,3,4.45,72.2,64,11.04,4,3,75.0,0,19.02,31.31,1,3.55,2,2,9,1,73.63,0.1558,14.4,0.3248,0.87,0.0761,7.67,18.8,0.1644,0.0,6.83,10.6,79.17,0,0,6,68.91,0.19,0,0,0,3.5,78.69,62.35,12.07,90.95,65.61,3,55.14,4,1,2,1,0.04,1.16,0,0,2.02,91.95,35.07,41.16,7,3,2,0.45,16.32,1,0.19,0,67.81,79.41,85.55,19.66,4,44.84,61.72,55.42,2,0,0,17.01,0.464,72.87,60.23
EMP220,48,23,Tech Lead,6.24,5,1.0,45,1,78.2,91.46,2,99.29,7,17,9.83,1,3,4.39,54.33,1,4.62,33,43,10,15.11,5,60.36,19.74,19.9,7,1,6,3.66,87.75,50,8.7,2,1,50.0,0,6.0,27.58,3,8.51,2,1,7,5,57.56,0.2683,4.12,0.7033,0.92,0.032,5.33,8.8,0.2941,0.125,0.0,6.44,100.0,0,0,5,36.08,0.07,0,5,5,1.5,90.35,232.98,23.84,65.88,67.61,2,28.34,8,3,2,1,0.12,2.94,0,0,3.09,73.9,54.59,62.59,2,2,2,1.3624,14.3,0,0.81,0,58.33,49.82,72.89,46.37,1,56.64,67.58,81.04,1,1,0,53.24,0.0816,82.73,49.51
EMP221,45,7,Designer,7.86,5,2.95,45,1,55.38,92.12,4,91.88,34,24,7.03,2,3,1.76,74.4,0,6.76,49,117,11,3.46,42,53.25,13.49,33.26,0,0,1,0.5,0.0,0,0.0,4,2,50.0,0,12.4,37.7,4,19.61,1,1,6,0,59.06,0.1548,1.4,0.2242,0.0,0.0509,14.33,18.4,0.22,0.0571,0.0,8.45,96.38,1,0,5,55.08,0.37,1,0,0,2.0,68.02,97.52,10.64,43.45,45.7,0,57.88,0,0,0,0,0.25,1.69,1,0,4.69,68.05,28.37,44.56,6,3,1,2.4941,25.91,0,0.0,0,85.67,67.69,46.5,40.62,3,66.08,41.78,81.48,0,1,0,75.84,0.1086,86.49,8.73
EMP222,38,4,Tech Lead,9.67,5,0.13,30,2,74.49,78.47,2,91.79,2,13,22.25,0,4,5.4,93.0,0,8.09,23,45,2,2.11,17,70.4,27.36,2.24,6,1,1,1.21,86.02,133,3.17,3,2,66.67,0,25.85,35.21,1,4.55,5,5,22,0,73.75,0.0769,7.67,0.5588,0.95,0.0414,6.0,8.2,0.0833,0.0,0.0,9.69,86.46,0,0,5,31.88,0.52,0,0,0,2.5,77.85,277.77,46.92,78.78,71.09,4,51.89,7,2,4,1,0.48,2.02,1,2,8.11,92.22,46.84,44.85,2,4,2,0.4705,36.61,0,0.27,2,81.93,78.38,59.06,68.56,6,55.1,57.95,19.3,0,0,2,65.96,0.2293,78.73,55.28
EMP223,50,9,Developer,8.63,5,2.96,30,1,80.96,93.08,1,98.16,6,31,5.51,1,1,0.94,97.29,0,7.94,23,49,7,15.49,5,73.18,11.39,15.43,19,2,3,3.1,74.32,679,21.36,2,2,100.0,0,30.0,45.47,2,7.03,2,2,5,0,88.64,0.2667,3.29,0.1095,0.93,0.0464,2.67,6.2,0.2917,0.1429,0.0,9.22,90.25,0,1,5,38.51,0.67,2,0,0,3.0,80.51,197.87,39.52,80.8,79.35,0,25.43,10,4,9,4,0.49,0.3,2,0,3.38,72.33,83.78,52.74,2,3,2,0.8144,37.08,1,0.06,0,52.64,39.24,27.23,54.65,7,80.86,75.03,32.45,3,0,0,72.26,0.2609,78.72,76.67
EMP224,30,8,Designer,10.35,5,4.16,45,1,81.19,91.61,1,87.8,7,53,3.34,0,4,3.3,83.19,0,8.94,29,71,4,7.27,17,64.35,20.59,15.06,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,22.09,45.27,1,4.56,2,1,2,0,62.19,0.1081,3.62,0.3189,0.0,0.0,5.67,9.2,0.1333,0.0,0.0,11.18,74.57,2,0,5,47.52,0.48,1,0,0,0.0,66.56,62.36,18.05,46.8,84.8,1,63.75,1,0,0,0,0.11,1.08,0,0,1.72,87.43,66.04,59.5,3,4,1,0.4407,14.03,0,0.12,1,86.75,65.9,76.88,29.93,18,57.95,37.52,63.66,0,1,0,24.26,0.4448,73.89,11.25
EMP225,35,3,Developer,8.8,6,9.11,30,1,88.78,83.67,1,85.18,12,21,3.67,2,2,1.51,91.38,0,8.05,36,45,5,1.9,13,67.56,23.36,9.08,8,1,6,6.28,85.05,80,50.15,8,5,62.5,0,3.17,47.14,1,2.74,1,0,5,3,66.52,0.1429,2.77,0.1713,0.88,0.0947,7.33,9.17,0.1351,0.1538,2.1,10.31,81.48,2,1,4,34.5,0.09,3,3,3,5.5,80.94,284.66,23.15,64.44,82.18,3,17.2,7,3,4,1,0.68,0.92,1,0,1.53,73.3,70.65,75.13,2,4,1,0.3117,23.09,1,0.0,1,82.28,69.85,58.78,66.27,5,50.27,75.36,63.53,1,0,0,50.43,0.3423,78.07,65.7
EMP226,50,15,Developer,9.66,5,4.58,45,1,90.84,91.57,0,96.34,8,69,5.79,1,2,2.97,74.29,0,8.32,27,45,8,1.95,13,82.78,18.91,-1.68,5,1,2,2.71,73.3,83,5.5,5,5,100.0,0,30.0,38.71,1,4.68,4,5,2,4,77.35,0.25,3.0,0.3071,0.63,0.1035,6.33,8.4,0.2857,0.1111,0.0,10.58,79.36,0,0,5,74.81,0.57,2,0,0,5.5,47.33,218.59,45.22,80.21,73.26,0,62.01,3,1,2,0,0.22,2.35,0,1,2.87,96.56,50.67,69.8,2,4,3,0.4846,32.87,2,0.31,0,78.55,45.31,67.2,88.44,1,58.73,68.08,87.17,1,1,0,85.77,0.2783,70.48,66.02
EMP227,32,3,Developer,8.55,5,0.07,30,2,89.99,80.81,1,90.83,20,17,25.18,2,5,5.9,79.96,1,6.87,21,38,5,2.81,7,54.19,13.21,32.6,7,1,3,3.14,90.19,41,9.31,2,1,50.0,0,11.59,40.85,2,4.55,0,0,0,0,69.83,0.1667,1.0,0.69,0.84,0.0234,3.33,6.2,0.2273,0.0952,0.0,8.56,95.52,1,0,3,37.02,0.05,1,0,0,1.5,68.47,163.1,15.22,93.19,68.29,2,65.03,0,0,6,1,0.14,0.69,1,1,8.43,80.32,70.04,47.39,1,3,2,0.5329,23.61,0,0.0,1,88.02,82.24,46.53,20.82,1,56.87,69.07,73.0,2,0,1,70.44,0.2363,80.12,47.01
EMP228,38,11,Tech Lead,7.33,5,3.34,60,1,91.41,97.08,0,93.37,16,39,10.49,4,8,11.63,79.31,1,4.01,41,93,13,18.29,18,66.35,27.7,5.95,12,1,3,4.29,86.37,54,38.77,2,1,50.0,0,5.79,35.56,2,9.81,4,5,1,0,63.3,0.2931,2.41,1.585,0.68,0.0273,7.0,12.4,0.3095,0.2353,0.0,8.0,99.98,1,1,7,83.68,0.25,0,0,0,1.5,76.17,245.35,49.17,63.66,82.46,1,52.62,1,0,4,1,0.02,2.62,0,0,5.47,80.62,24.03,34.06,4,2,1,1.3379,35.64,0,0.07,1,64.69,55.79,86.75,53.77,1,85.07,57.73,36.69,1,0,0,63.51,0.6049,82.34,37.01
EMP229,38,9,Tech Lead,6.73,5,14.82,60,3,86.84,98.6,1,88.75,17,40,17.45,4,0,0.0,82.12,0,5.73,7,9,1,9.66,3,59.49,19.23,21.28,7,1,2,1.39,83.73,34,7.74,11,6,54.55,2,24.06,24.12,1,3.85,1,1,2,7,44.11,0.2,0.39,0.0,0.73,0.1782,4.0,2.4,0.125,0.2222,6.79,9.7,86.43,1,0,6,82.31,0.36,2,0,0,6.5,78.89,295.87,46.94,58.48,57.43,1,47.43,2,0,3,0,1.17,0.33,0,0,9.17,95.52,64.14,35.27,0,2,2,0.5714,32.21,1,0.19,0,89.57,79.94,71.89,56.54,9,96.13,41.0,56.73,0,2,1,51.22,0.1162,85.64,71.51
EMP230,35,8,Tech Lead,6.88,5,2.36,30,1,81.78,93.89,1,97.75,3,36,5.48,0,5,4.04,63.72,1,5.57,16,34,4,29.88,9,63.28,16.97,19.75,4,1,4,3.6,87.9,29,3.39,3,3,100.0,0,12.32,25.96,2,5.26,0,0,0,1,79.79,0.2,4.0,0.5873,0.65,0.0872,4.67,5.8,0.2353,0.0,0.0,7.35,100.0,0,1,5,34.81,0.33,2,0,0,3.5,91.8,113.68,26.68,78.91,78.21,1,55.22,2,0,7,0,0.82,3.25,0,0,3.75,80.73,79.06,78.72,2,2,1,0.7644,13.66,1,0.12,0,67.68,87.77,55.05,71.38,5,79.1,53.61,38.24,0,1,1,68.06,0.1924,86.91,66.62
EMP231,30,7,Designer,9.2,5,11.24,30,1,72.88,83.42,2,86.64,9,15,34.59,2,2,1.62,47.07,1,8.38,38,59,7,6.75,13,68.43,15.72,15.84,0,0,1,0.5,0.0,0,0.0,1,0,0.0,0,30.0,47.62,1,3.45,2,1,9,2,42.1,0.1875,3.8,0.1759,0.0,0.0,5.33,10.4,0.1795,0.2,3.5,11.45,72.37,0,0,4,51.97,0.61,0,0,0,0.0,83.05,255.35,48.96,80.43,81.53,3,70.2,1,0,0,0,0.22,0.47,3,1,13.89,96.57,81.1,26.66,3,4,2,0.3746,10.81,0,0.07,0,98.16,62.45,36.98,35.87,5,67.15,71.61,48.49,2,0,0,43.03,0.297,78.43,5.37
EMP232,48,22,Tech Lead,7.2,5,11.58,45,3,62.88,96.05,3,98.83,7,27,8.92,1,1,0.58,82.1,0,6.33,29,39,6,35.67,10,63.29,12.6,24.12,13,2,9,13.13,76.57,28,3.92,5,5,100.0,0,18.52,39.49,3,9.73,2,1,6,3,83.95,0.1892,3.62,0.0804,0.94,0.1389,7.33,9.6,0.2,0.125,4.16,9.51,87.89,0,0,3,25.53,0.65,1,0,0,6.0,63.81,97.59,21.25,58.21,73.74,5,54.25,2,0,8,2,0.01,1.64,0,0,3.9,84.87,71.79,63.48,1,3,2,1.3515,34.07,1,0.37,1,88.6,70.45,63.5,40.79,3,76.2,51.93,45.84,0,1,0,91.1,0.371,77.71,78.11
EMP233,40,17,Developer,8.45,5,4.87,60,3,88.35,86.94,1,91.34,17,43,3.76,1,1,1.07,78.91,0,7.24,38,65,11,12.91,8,67.3,22.52,10.18,9,1,2,1.84,78.95,231,11.17,13,13,100.0,0,14.93,42.63,2,7.55,2,1,9,3,39.44,0.2143,2.11,0.1266,0.78,0.3076,4.33,9.6,0.2821,0.0556,0.0,9.43,88.57,0,0,5,65.3,0.52,0,0,0,13.5,93.67,68.03,32.14,51.08,47.57,2,61.48,5,1,5,1,0.51,2.01,0,0,1.16,92.13,39.16,79.95,4,3,2,0.893,34.53,5,0.39,0,89.18,85.14,90.18,23.32,2,31.65,47.75,46.26,1,0,0,52.61,0.2057,75.44,100.0
EMP234,35,3,Senior Developer,6.15,5,4.65,30,0,63.64,97.39,3,97.81,3,70,5.35,0,4,5.14,66.12,1,4.62,19,36,6,3.96,5,60.54,14.54,24.92,12,2,1,0.82,65.01,34,9.99,2,1,50.0,0,7.44,26.24,3,11.31,0,0,8,10,72.27,0.2609,4.75,0.8364,0.67,0.0325,5.33,5.0,0.3,0.0,0.0,7.08,100.0,0,0,3,18.82,0.05,0,0,0,2.0,93.51,65.37,48.1,76.03,30.62,2,45.99,13,5,5,1,0.02,0.22,0,0,2.45,61.74,75.86,61.26,2,2,1,1.8405,22.44,0,0.0,0,75.85,60.9,50.81,62.65,6,91.03,79.06,54.42,3,1,1,76.98,0.3769,85.95,50.78
EMP235,42,19,Developer,9.48,5,11.07,30,0,80.61,93.63,1,86.85,13,33,35.97,3,2,1.77,86.2,0,8.63,31,71,8,4.48,10,76.2,11.63,12.17,7,1,3,4.41,91.79,41,3.84,2,2,100.0,0,30.0,51.04,3,9.79,2,1,6,1,68.76,0.2444,2.21,0.1863,0.87,0.0422,4.67,8.8,0.25,0.2143,4.74,11.69,70.44,1,0,5,38.08,0.22,0,0,0,2.5,76.57,282.83,44.73,74.69,75.95,1,52.72,2,0,2,1,0.02,2.01,2,0,12.2,72.18,48.91,43.41,4,4,4,1.0324,34.22,0,0.21,0,62.05,34.83,57.63,48.63,0,40.98,32.45,51.79,2,1,0,59.86,0.4236,64.45,64.32
EMP236,28,5,Developer,9.19,5,9.89,45,2,75.95,94.72,2,88.46,3,109,18.22,0,7,4.83,81.76,1,7.47,47,105,5,29.25,16,74.67,24.11,1.22,16,2,3,2.39,87.53,98,14.35,10,11,100.0,0,11.53,38.02,3,11.91,3,3,4,7,87.02,0.098,11.75,0.5255,0.79,0.2394,8.67,13.2,0.1042,0.0,4.61,11.17,74.65,0,1,5,53.57,0.11,1,0,0,12.0,71.41,241.19,35.73,64.54,44.52,2,64.91,9,1,15,4,0.44,0.59,2,1,6.89,89.04,39.46,34.64,6,3,3,1.2955,31.39,5,0.07,1,87.21,41.47,82.92,57.99,2,82.5,58.58,88.08,0,0,0,49.75,0.5274,68.82,89.43
EMP237,40,7,Developer,9.89,5,0.15,45,3,85.01,97.15,1,87.99,13,12,3.32,2,8,11.83,57.08,3,6.77,40,63,8,3.49,9,82.24,29.36,-11.6,11,2,4,3.91,94.49,42,18.65,6,4,66.67,0,10.09,45.95,2,4.94,1,0,3,4,63.88,0.1852,2.86,1.1968,0.75,0.0809,5.67,10.6,0.1951,0.1429,0.0,9.92,84.66,0,0,5,40.75,0.04,0,0,0,5.0,85.86,134.91,26.07,53.0,73.9,2,56.54,5,2,13,1,1.21,0.22,1,0,1.11,85.29,44.03,75.31,3,3,1,0.5001,29.62,2,0.29,1,83.89,78.24,49.85,32.33,0,68.6,40.32,37.45,0,1,1,85.87,0.501,74.94,55.34
EMP238,35,2,Designer,7.95,5,12.43,30,1,60.21,90.11,3,89.04,6,39,9.86,1,8,7.83,87.69,0,5.89,18,33,5,6.54,4,72.57,19.19,8.24,0,0,1,0.5,0.0,0,0.0,12,7,58.33,0,25.81,36.56,1,3.71,1,0,5,6,75.74,0.24,2.57,0.9852,0.0,0.1761,3.67,4.6,0.2632,0.1429,5.43,10.44,80.5,0,0,7,60.95,0.08,0,0,0,7.0,75.2,147.87,29.51,83.04,69.46,3,60.88,1,0,0,0,0.91,1.14,1,1,6.02,83.18,76.71,56.63,1,2,4,0.4659,11.59,4,0.0,2,89.98,78.35,60.14,51.12,8,44.21,72.08,77.17,0,1,0,69.9,0.8521,50.57,7.2
EMP239,32,5,Senior Developer,7.85,5,2.87,45,2,75.3,94.77,2,90.46,5,34,26.66,0,8,4.28,88.23,0,6.24,33,63,10,6.22,16,80.02,24.32,-4.34,8,1,1,0.42,76.95,103,6.44,4,4,100.0,0,30.0,31.84,1,3.59,5,5,20,0,79.55,0.2564,5.5,0.5456,0.81,0.1019,5.67,10.0,0.2941,0.0,0.0,8.43,96.59,0,0,5,51.73,0.03,1,3,3,4.5,96.77,245.47,16.42,75.96,83.4,2,36.96,5,1,6,1,0.11,3.48,0,1,9.59,97.67,61.21,57.97,3,3,2,0.4576,11.77,2,0.56,0,43.69,46.22,53.79,36.01,5,80.96,63.5,85.93,2,3,0,73.84,0.1467,79.37,71.95
EMP240,42,18,Developer,7.84,5,2.98,45,3,79.56,88.67,2,90.42,22,33,5.36,4,3,4.03,85.63,0,6.28,15,28,5,4.77,6,64.75,13.28,21.97,14,4,4,1.35,96.88,47,15.89,3,2,66.67,0,7.21,27.66,2,5.79,2,1,7,4,59.19,0.2368,0.65,0.5139,0.93,0.051,4.67,5.0,0.3125,0.1739,0.0,8.43,96.53,0,0,5,49.4,0.39,2,3,3,4.0,67.4,294.45,35.69,82.15,36.88,1,41.58,1,0,10,2,0.33,1.82,0,0,2.3,91.96,56.01,68.09,1,3,2,0.7393,33.71,1,0.69,0,72.85,60.01,63.16,64.8,5,58.77,41.41,53.15,4,1,0,52.1,0.3014,78.24,58.92
EMP241,30,3,Developer,8.22,5,2.46,45,3,87.06,97.65,1,91.63,12,29,43.55,1,4,3.42,87.28,0,6.78,16,33,4,1.31,4,50.54,24.64,24.82,11,2,3,2.63,90.05,42,9.94,8,4,50.0,0,11.43,38.44,2,4.72,4,2,2,5,80.23,0.1724,1.23,0.4159,0.9,0.0974,4.0,4.6,0.2353,0.0769,0.0,8.71,94.33,0,0,5,28.73,0.5,1,12,12,5.0,85.42,237.57,42.03,51.41,79.21,3,55.11,9,1,15,1,1.59,0.74,0,1,30.13,81.22,81.78,39.92,2,3,4,0.5739,31.87,1,0.0,1,76.73,76.96,81.71,76.43,1,66.31,34.76,79.69,0,4,1,30.51,0.163,82.51,63.74
EMP242,40,11,Tech Lead,8.24,5,0.52,60,1,84.86,93.93,1,87.25,24,5,5.98,3,7,10.42,92.6,0,5.16,40,83,12,24.92,27,80.02,15.8,4.18,5,1,7,4.38,96.49,120,8.25,3,2,66.67,0,24.73,43.26,2,8.84,4,3,3,2,88.29,0.2308,1.6,1.2639,0.98,0.0485,12.0,14.8,0.2927,0.12,0.0,8.35,97.24,0,0,6,67.59,0.2,1,5,5,2.5,86.65,210.21,16.19,87.93,30.48,0,22.51,7,2,4,0,0.08,2.13,0,1,4.04,94.21,59.63,39.52,6,2,1,1.0723,33.97,0,0.69,1,69.84,90.17,41.57,53.52,4,62.93,72.37,79.39,0,0,0,72.45,0.4935,76.51,45.46
EMP243,25,3,QA Engineer,8.63,5,4.81,30,1,67.88,94.16,3,97.14,9,15,6.03,1,2,1.37,86.65,0,7.85,23,39,6,2.42,8,69.49,10.82,19.69,0,0,1,0.5,0.0,0,0.0,3,3,100.0,0,17.2,39.28,1,4.53,2,2,11,1,93.96,0.2121,2.3,0.1587,0.0,0.0696,3.33,6.4,0.25,0.1,0.0,9.59,87.29,1,0,5,49.29,1.45,0,0,0,3.0,76.8,290.05,41.64,35.51,59.37,2,62.94,0,0,0,0,0.26,1.42,4,0,3.39,92.53,38.92,40.52,1,3,2,0.5249,17.76,1,0.0,2,73.49,40.26,54.61,53.31,2,34.23,30.91,14.88,0,1,0,39.23,0.1814,72.16,9.04
EMP244,25,2,Developer,9.62,5,0.34,60,0,83.84,94.89,1,85.4,5,21,16.74,0,3,2.42,85.59,0,8.14,20,45,2,4.82,16,84.89,14.78,0.33,3,1,2,0.78,91.94,398,1.85,6,3,50.0,0,11.85,43.55,2,6.71,4,5,4,4,59.66,0.0769,3.33,0.2511,0.94,0.0624,7.33,7.6,0.0952,0.0,0.0,9.69,86.5,1,0,6,38.14,0.21,0,0,0,3.5,60.26,180.72,44.34,47.35,52.09,2,23.11,3,1,2,0,0.03,2.1,0,0,5.93,76.15,53.87,74.27,2,4,2,0.698,26.64,1,0.0,0,87.32,78.13,51.61,73.03,8,48.55,77.0,19.68,1,0,0,62.06,0.3153,74.18,53.12
EMP245,35,6,Senior Developer,7.58,5,14.96,45,1,40.65,91.57,5,91.7,21,22,18.35,1,11,13.58,62.63,4,4.11,22,38,3,4.34,8,55.65,27.83,16.52,7,1,2,0.65,72.06,132,19.45,4,2,50.0,0,17.39,35.99,2,8.25,3,1,21,0,74.36,0.0909,1.0,1.7922,0.7,0.0528,3.33,6.4,0.1304,0.0455,5.66,10.57,79.43,0,0,5,38.13,0.04,1,3,3,2.5,48.31,279.39,49.27,53.79,40.59,1,54.95,9,2,2,1,0.94,2.11,1,1,10.68,68.27,39.84,61.35,2,2,1,1.0889,15.73,1,0.05,0,88.59,41.34,69.67,47.56,10,52.1,42.85,40.86,3,1,0,62.02,0.7071,54.19,28.37
EMP246,38,2,Tech Lead,8.09,5,2.28,60,2,87.54,95.93,1,96.91,10,14,10.05,1,1,0.96,90.43,0,6.9,23,37,3,14.7,8,64.99,18.18,16.83,6,1,5,5.05,79.98,720,9.11,5,5,100.0,0,7.38,41.07,1,2.61,0,0,4,2,52.38,0.1176,2.09,0.1183,0.97,0.1237,5.0,7.2,0.125,0.0909,0.0,8.54,95.66,0,0,5,41.53,0.26,3,0,0,5.5,77.06,291.83,28.84,87.17,69.33,2,37.5,1,0,2,1,0.65,0.77,1,0,3.67,83.24,61.6,66.39,2,3,1,0.3229,24.39,1,0.0,0,91.83,63.28,62.44,31.88,4,55.5,52.43,54.85,0,1,1,68.35,0.0,82.45,75.98
EMP247,30,8,Developer,7.51,5,11.26,30,3,95.79,83.8,0,95.57,11,28,24.72,1,1,0.74,82.64,0,6.86,29,38,9,8.2,11,58.02,27.77,14.21,4,1,1,1.13,68.35,86,11.65,5,4,80.0,0,25.76,37.46,2,6.63,4,2,1,2,67.6,0.2439,2.42,0.0992,0.92,0.1066,4.67,8.2,0.3,0.0833,3.47,9.76,85.94,1,0,6,49.0,0.01,6,0,0,4.5,74.94,259.07,34.05,44.77,63.2,1,42.93,6,2,2,0,0.12,0.56,2,1,12.79,77.31,75.71,80.27,2,3,2,0.8835,25.3,0,0.02,1,75.82,31.15,64.42,59.14,5,47.66,62.97,89.73,0,1,1,63.39,0.3013,71.19,66.29
EMP248,35,2,Developer,8.67,5,1.71,60,2,77.64,96.92,2,95.06,6,8,20.76,0,5,5.45,80.94,0,6.58,12,14,2,14.55,5,59.94,12.04,28.02,5,1,1,0.68,62.46,53,4.72,3,1,33.33,0,20.1,34.54,3,7.18,2,2,3,3,83.8,0.1053,1.71,0.6292,0.94,0.0231,3.0,3.6,0.1538,0.0,0.0,9.01,91.92,0,2,5,60.56,0.38,1,0,0,1.5,75.33,136.44,29.06,73.48,71.69,0,31.76,1,0,6,1,0.42,1.12,1,1,11.22,83.2,77.72,66.94,0,3,3,0.8288,16.62,0,0.0,0,75.56,77.94,70.71,73.74,4,72.4,47.05,64.13,3,1,1,79.81,0.2579,83.59,42.49
EMP249,42,15,Designer,8.64,5,1.0,45,1,85.62,79.57,1,92.15,29,27,15.79,6,5,4.14,70.83,1,7.06,43,74,13,16.47,21,52.41,10.63,36.96,0,0,1,0.5,0.0,0,0.0,2,1,50.0,0,30.0,47.06,2,7.9,1,0,6,6,55.38,0.2603,1.43,0.4792,0.0,0.0232,9.33,13.0,0.2955,0.2,0.0,8.84,93.28,0,0,7,62.15,0.42,2,0,0,1.0,83.54,65.23,42.82,88.89,73.52,1,42.8,6,1,0,0,0.29,0.21,0,1,6.3,71.1,72.61,76.97,4,3,3,0.9146,25.86,0,0.19,0,96.85,85.55,72.18,36.94,3,29.88,59.33,36.99,2,2,0,53.26,0.3453,69.49,0.0
